N°,Date,Name,Type,Cause,Material,Collapse,Status,Country,Region,Sub-region,,,,,
172,1980,Florida,Beam,Collision events,Steel,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
173,1924,Oregon,Truss,Collision events,Steel,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
174,1989,Kentucky,Truss,Collision events,Steel,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
175,2001,Texas,Beam,Collision events,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
176,2002,Oklahoma,Beam,Collision events,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
177,2012,Hawaii,Beam,Collision events,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
178,2013,Missouri,Beam,Collision events,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
179,1939,New York,Beam,Collision events,Reinforced concrete,Partial,Construction,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
180,1879,Missouri,Truss,Collision events,Steel,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
181,2012,Kentucky,Truss,Collision events,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
182,2016,Oklahoma,Beam,Collision events,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
183,2021,Georgia,Beam,Collision events,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
184,1970,Maryland,Beam,Collision events,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
185,1972,Maryland,Beam,Collision events,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
186,1976,Louisiana,Beam,Collision events,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
187,1993,Alabama,Truss,Collision events,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
188,1936,Virginia,Not defined,Collision events,Wood,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
189,1964,Louisiana,Not defined,Collision events,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
190,1972,Georgia,Movable,Collision events,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
191,1977,Virginia,Movable,Collision events,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
192,1993,Louisiana,Not defined,Collision events,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
193,2009,Mississippi,Movable,Collision events,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
194,2009,Michigan,Beam,Collision events,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
195,1945,Massachusetts,Suspension,Collision events,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
196,1946,South Carolina,Not defined,Collision events,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
197,1964,Utah,Not defined,Collision events,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
198,1974,Oregon,Not defined,Collision events,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
199,1977,New Jersey,Not defined,Collision events,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
200,1990,North Carolina,Not defined,Collision events,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
201,2023,Montana,Truss,Collision events,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
202,2024,Maryland,Truss,Collision events,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
203,1937,Virginia,Truss,Collision events,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
204,1947,Maine,Truss,Collision events,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
205,1978,Louisiana,Truss,Collision events,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
206,1979,Alabama,Truss,Collision events,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
207,1942,Maryland,Movable,Collision events,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
208,1999,Maryland,Beam,Collision events,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
209,1886,New York,Truss,Collision events,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
210,1892,Illinois,Truss,Collision events,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
211,1897,South Carolina,Truss,Collision events,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
212,1980,Wisconsin,Truss,Collision events,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
213,2001,New Jersey,Truss,Collision events,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
214,2004,Kansas,Truss,Collision events,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
215,1859,Indiana,Truss,Collision events,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
216,1873,Rhode Island,Beam,Collision events,Not defined,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
217,1935,Virginia,Not defined,Collision events,Not defined,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
218,1993,Alabama,Beam,Collision events,Not defined,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
219,1937,Oregon,Beam,Collision events,Not defined,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
220,2002,Texas,Not defined,Collision events,Not defined,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
221,1964,Rafael Urdaneta,Beam,Collision events,Reinforced concrete,Partial,Operational,Venezuela,Central /SouthAmerica,Nothern South America,,,,,
222,1964,Maracaibo,Beam,Collision events,Reinforced concrete,Partial,Operational,Venezuela,Central /SouthAmerica,Nothern South America,,,,,
223,1964,General Rafael Urdaneta Bridge,Beam,Collision events,Reinforced concrete,Partial,Construction,Venezuela,Central /SouthAmerica,Nothern South America,,,,,
224,2019,Rio Moju,Beam,Collision events,Reinforced concrete,Total,Operational,Brazil,Central /SouthAmerica,Northern South America/ South-Eastern South America,,,,,
225,1896,Point Ellice,Not defined,Collision events,Not defined,Total,Operational,Canada,North America,Canada Ontario/ Canada British Columbia/ Canada Prairies/ Canada Québec/ Canada Western Arctic/ Canada Eastern Arctic/ Canada Atlantic,,,,,
226,2013,Wanup train,Trestle,Collision events,Steel,Total,Operational,Canada,North America,Canada Ontario/ Canada British Columbia/ Canada Prairies/ Canada Québec/ Canada Western Arctic/ Canada Eastern Arctic/ Canada Atlantic,,,,,
227,1927,Second Narrows,Beam,Collision events,Not defined,Partial,Operational,Canada,North America,Canada Ontario/ Canada British Columbia/ Canada Prairies/ Canada Québec/ Canada Western Arctic/ Canada Eastern Arctic/ Canada Atlantic,,,,,
228,1975,Fraser,Not defined,Collision events,Not defined,Partial,Operational,Canada,North America,Canada Ontario/ Canada British Columbia/ Canada Prairies/ Canada Québec/ Canada Western Arctic/ Canada Eastern Arctic/ Canada Atlantic,,,,,
229,1974,Bridge 12,Truss,Collision events,Steel,Total,Operational,Canada,North America,Canada Ontario/ Canada British Columbia/ Canada Prairies/ Canada Québec/ Canada Western Arctic/ Canada Eastern Arctic/ Canada Atlantic,,,,,
230,2016,Second Narrows Bridge in,Truss,Collision events,Steel,Partial,Operational,Canada,North America,Canada Ontario/ Canada British Columbia/ Canada Prairies/ Canada Québec/ Canada Western Arctic/ Canada Eastern Arctic/ Canada Atlantic,,,,,
231,1983,Ulyanovsk,Beam,Collision events,Not defined,Partial,Operational,Russia,Europe,North Asia/ Eastern Europe,,,,,
232,2004,Leningradskoye Shosse,Not defined,Collision events,Not defined,Partial,Operational,Russia,Europe,North Asia/ Eastern Europe,,,,,
233,1967,Ohio,Beam,Deterioration,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
234,1983,Connecticut,Beam,Deterioration,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
235,1985,Ynys-y-Gwas,Beam,Deterioration,Reinforced concrete,Total,Operational,United Kingdom,Europe,Northern Europe,,,,,
236,1992,Schelde,Not defined,Deterioration,Not defined,Total,Operational,Belgium,Europe,Western and Central Europe,,,,,
237,2005,Pennsylvania,Beam,Deterioration,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
238,2005,Maryland,Arch,Deterioration,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
239,2017,Troja,Suspension,Deterioration,Reinforced concrete,Total,Operational,Republica Checa,Europe,Western and Central Europe,,,,,
240,1953,Whangaehu,Beam,Flood,Reinforced concrete,Total,Operational,New Zealand,Australasia,Australia and New Zealand,,,,,
241,1995,Virginia,Beam,Flood,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
242,1887,Alabama,Truss,Flood,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
243,2004,South Carolina,Beam,Flood,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
244,1825,Saalebrücke bei Mönchen-Nienburg,Beam,Construction deficiencies,Not defined,Partial,Operational,Germany,Europe,Western and Central Europe ,,,,,
245,1940,Theodor Heuss,Beam,Construction deficiencies,Reinforced concrete,Total,Construction,Germany,Europe,Western and Central Europe ,,,,,
246,1945,Deutz,Suspension,Construction deficiencies,Steel,Total,Construction,Germany,Europe,Western and Central Europe ,,,,,
247,1971,Koblenz,Beam,Construction deficiencies,Reinforced concrete,Total,Operational,Germany,Europe,Western and Central Europe ,,,,,
248,2024,Carola,Beam,Construction deficiencies,Reinforced concrete,Partial,Operational,Germany,Europe,Western and Central Europe ,,,,,
249,1926,Gartz,Arch,Construction deficiencies,Reinforced concrete,Partial,Construction,Germany,Europe,Western and Central Europe ,,,,,
250,1936,Hardenbergstrasse,Beam,Construction deficiencies,Reinforced concrete,Partial,Operational,Germany,Europe,Western and Central Europe ,,,,,
251,1938,Valley,Not defined,Construction deficiencies,Reinforced concrete,Partial,Operational,Germany,Europe,Western and Central Europe ,,,,,
252,1940,Frankenthal,Beam,Construction deficiencies,Reinforced concrete,Partial,Construction,Germany,Europe,Western and Central Europe ,,,,,
253,1945,Hindenburg,Not defined,Construction deficiencies,Not defined,Partial,Operational,Germany,Europe,Western and Central Europe ,,,,,
254,1973,Vorland,Not defined,Construction deficiencies,Not defined,Partial,Operational,Germany,Europe,Western and Central Europe ,,,,,
255,1974,Brohtalbridge,Beam,Construction deficiencies,Reinforced concrete,Partial,Construction,Germany,Europe,Western and Central Europe ,,,,,
256,1984,Lohr-Wertheim,Truss,Construction deficiencies,Steel,Total,Construction,Germany,Europe,Western and Central Europe ,,,,,
257,1985,Czerny,Beam,Construction deficiencies,Reinforced concrete,Partial,Construction,Germany,Europe,Western and Central Europe ,,,,,
258,1938,Vierendeelbridge,Not defined,Construction deficiencies,Reinforced concrete,Total,Operational,Belgium,Europe,Western and Central Europe ,,,,,
259,2014,Belo Horizonte,Beam,Construction deficiencies,Reinforced concrete,Total,Construction,Brazil,Central /SouthAmerica,Northern South America/ South-Eastern South America,,,,,
